CustomerID,Recency,Frequency,Monetary,AvgOrderValue,PurchaseFrequency,AvgDaysBetweenPurchases,CLV
12413.0,67,3,758.1,19.95,0.01107011070110701,7.27027027027027,758.1
12414.0,217,3,562.4100000000001,31.245000000000005,0.031914893617021274,5.411764705882353,562.4100000000001
12415.0,24,21,124914.53,174.95032212885152,0.06687898089171974,0.42496493688639553,124914.53
12417.0,3,9,3649.1,19.005729166666665,0.02535211267605634,1.8324607329842932,3649.1
12418.0,113,1,668.58,19.664117647058823,1.0,0.0,668.58
12420.0,64,1,600.39,20.70310344827586,1.0,0.0,600.39
12421.0,16,4,807.04,17.93422222222222,0.013157894736842105,6.840909090909091,807.04
12422.0,96,3,803.5600000000001,20.604102564102565,0.013043478260869565,6.0,803.5600000000001
12423.0,1,8,1859.31,14.87448,0.0226628895184136,2.814516129032258,1859.31
12424.0,163,2,1760.96,58.69866666666667,2.0,0.0,1760.96
12425.0,78,1,777.2,21.58888888888889,1.0,0.0,777.2
12426.0,195,1,582.73,19.424333333333333,1.0,0.0,582.73
12427.0,22,3,825.8000000000001,26.638709677419357,0.008571428571428572,11.633333333333333,825.8000000000001
12428.0,26,9,7956.46,27.062789115646257,0.03488372093023256,0.8703071672354948,7956.46
12429.0,9,4,3750.4,38.66391752577319,0.011204481792717087,3.6979166666666665,3750.4
12430.0,43,1,256.4,23.30909090909091,1.0,0.0,256.4
12431.0,36,15,6487.45,27.606170212765957,0.04424778761061947,1.4188034188034189,6487.45
12432.0,43,5,5059.32,46.845555555555556,0.038461538461538464,1.1962616822429906,5059.32
12433.0,1,7,13375.87,31.847309523809525,0.01876675603217158,0.883054892601432,13375.87
12434.0,85,2,806.14,16.122799999999998,0.011363636363636364,3.5714285714285716,806.14
12435.0,80,2,7829.89,217.49694444444447,0.010582010582010581,5.371428571428571,7829.89
12436.0,100,1,509.01,31.813125,1.0,0.0,509.01
12437.0,2,18,4951.41,24.88145728643216,0.05454545454545454,1.6262626262626263,4951.41
12438.0,14,2,2906.85,29.66173469387755,0.015873015873015872,1.288659793814433,2906.85
12441.0,367,1,173.55,15.77727272727273,1.0,0.0,173.55
12442.0,3,1,172.06,14.338333333333333,1.0,0.0,172.06
12444.0,21,5,5005.46,28.440113636363638,0.03333333333333333,0.8514285714285714,5005.46
12445.0,22,1,133.4,33.35,1.0,0.0,133.4
12446.0,58,1,1002.3100000000001,17.584385964912283,1.0,0.0,1002.3100000000001
12447.0,243,1,476.49,18.326538461538462,1.0,0.0,476.49
12448.0,44,1,449.45,20.429545454545455,1.0,0.0,449.45
12449.0,22,4,4067.29,21.294712041884818,0.024242424242424242,0.8578947368421053,4067.29
12450.0,156,2,197.88,24.735,0.1111111111111111,2.4285714285714284,197.88
12451.0,11,5,9035.52,25.524067796610172,0.01592356687898089,0.8810198300283286,9035.52
12452.0,17,2,430.57000000000005,19.57136363636364,2.0,0.0,430.57000000000005
12453.0,134,1,707.09,16.443953488372095,1.0,0.0,707.09
12454.0,56,1,3528.34,235.22266666666667,1.0,0.0,3528.34
12455.0,73,6,2466.86,27.409555555555556,0.026785714285714284,2.4831460674157304,2466.86
12456.0,44,3,3181.04,25.44832,0.014218009478672985,1.685483870967742,3181.04
12457.0,66,7,2363.23,38.11661290322581,0.04046242774566474,2.7704918032786887,2363.23
12458.0,71,2,947.4,24.931578947368422,0.009345794392523364,5.756756756756757,947.4
12461.0,94,2,826.88,23.62514285714286,0.03278688524590164,1.7647058823529411,826.88
12462.0,19,2,1189.59,19.186935483870965,0.007017543859649123,4.655737704918033,1189.59
12463.0,53,4,1344.78,16.202168674698793,0.021164021164021163,2.268292682926829,1344.78
12464.0,10,8,1212.05,41.79482758620689,0.02666666666666667,10.571428571428571,1212.05
12465.0,17,2,742.19,15.791276595744682,0.013071895424836602,3.3043478260869565,742.19
12468.0,188,2,729.54,19.198421052631577,0.015503875968992248,3.4594594594594597,729.54
12471.0,2,30,19824.05,43.09576086956522,0.08264462809917356,0.7690631808278867,19824.05
12472.0,32,7,6572.11,19.386755162241887,0.020771513353115726,0.9881656804733728,6572.11
12473.0,29,5,3938.55,23.44375,0.03067484662576687,0.9640718562874252,3938.55
12474.0,17,18,7375.79,17.395731132075472,0.05750798722044728,0.7163120567375887,7375.79
12475.0,54,1,723.38,20.093888888888888,1.0,0.0,723.38
12476.0,16,11,6816.42,29.255021459227468,0.031791907514450865,1.4698275862068966,6816.42
12477.0,23,6,13219.74,44.065799999999996,0.021505376344086023,0.9264214046822743,13219.74
12478.0,4,1,680.99,18.91638888888889,1.0,0.0,680.99
12479.0,11,1,527.2,17.006451612903227,1.0,0.0,527.2
12480.0,28,4,3281.63,21.309285714285714,0.012987012987012988,2.0065359477124183,3281.63
12481.0,23,10,5596.32,25.789493087557602,0.029154518950437316,1.5694444444444444,5596.32
12483.0,17,8,2484.98,33.133066666666664,0.02476780185758514,4.283783783783784,2484.98
12484.0,33,6,4541.72,13.126358381502891,0.019736842105263157,0.8724637681159421,4541.72
12488.0,10,3,1298.66,23.612000000000002,0.045454545454545456,1.2037037037037037,1298.66
12489.0,336,1,334.93,22.328666666666667,1.0,0.0,334.93
12490.0,5,10,5417.93,22.114,0.03076923076923077,1.3155737704918034,5417.93
12491.0,39,1,460.40000000000003,17.70769230769231,1.0,0.0,460.40000000000003
12492.0,63,2,263.21000000000004,13.160500000000003,0.046511627906976744,2.210526315789474,263.21000000000004
12493.0,166,2,433.74,19.715454545454545,0.0625,1.4761904761904763,433.74
12494.0,16,7,1246.1,16.18311688311688,0.02,4.552631578947368,1246.1
12497.0,82,1,1043.1,74.50714285714285,1.0,0.0,1043.1
12498.0,21,3,403.70000000000005,17.55217391304348,0.08108108108108109,1.6363636363636365,403.70000000000005
12500.0,23,11,4257.82,69.80032786885245,0.03536977491961415,5.116666666666666,4257.82
12501.0,337,1,2169.39,14.559664429530201,1.0,0.0,2169.39
12502.0,96,5,3723.87,25.332448979591835,0.023255813953488372,1.4589041095890412,3723.87
12504.0,18,2,482.04999999999995,53.5611111111111,0.15384615384615385,1.5,482.04999999999995
12506.0,233,1,73.5,3.1956521739130435,1.0,0.0,73.5
12507.0,134,3,1304.81,62.13380952380952,0.01818181818181818,8.2,1304.81
12508.0,26,2,398.27,5.772028985507246,0.6666666666666666,0.029411764705882353,398.27
12509.0,284,1,176.5,25.214285714285715,1.0,0.0,176.5
12510.0,143,2,982.5699999999999,29.774848484848484,0.01092896174863388,5.6875,982.5699999999999
12512.0,66,2,138.03,4.059705882352941,2.0,0.0,138.03
12513.0,113,1,612.29,17.494,1.0,0.0,612.29
12514.0,267,1,1017.6800000000001,19.95450980392157,1.0,0.0,1017.6800000000001
12515.0,353,1,383.7,23.98125,1.0,0.0,383.7
12516.0,78,2,1312.06,50.46384615384615,0.019417475728155338,4.08,1312.06
12517.0,28,5,2502.84,8.812816901408452,0.030864197530864196,0.5653710247349824,2502.84
12518.0,1,5,2056.89,16.58782258064516,0.045454545454545456,0.8780487804878049,2056.89
12519.0,64,1,340.84000000000003,18.935555555555556,1.0,0.0,340.84000000000003
12520.0,79,5,2634.26,17.330657894736845,0.02564102564102564,1.2781456953642385,2634.26
12521.0,143,1,599.68,15.781052631578946,1.0,0.0,599.68
12522.0,39,2,192.72,16.06,0.15384615384615385,1.0909090909090908,192.72
12523.0,19,11,1789.77,16.884622641509434,0.03514376996805112,2.933333333333333,1789.77
12524.0,9,8,4485.72,31.150833333333335,0.024615384615384615,2.2447552447552446,4485.72
12526.0,1,3,1316.66,18.54450704225352,0.031914893617021274,1.3285714285714285,1316.66
12527.0,82,3,348.71000000000004,19.37277777777778,0.012295081967213115,14.294117647058824,348.71000000000004
12528.0,9,6,1933.48,21.01608695652174,0.019736842105263157,3.318681318681319,1933.48
12530.0,60,4,1662.28,25.186060606060607,0.014388489208633094,4.246153846153846,1662.28
12531.0,15,1,125.22,7.365882352941177,1.0,0.0,125.22
12532.0,30,1,349.83000000000004,21.864375000000003,1.0,0.0,349.83000000000004
12534.0,131,1,1089.18,17.28857142857143,1.0,0.0,1089.18
12535.0,92,2,716.35,21.069117647058825,0.021052631578947368,2.8484848484848486,716.35
12536.0,43,3,12601.830000000002,48.282873563218395,0.1875,0.057692307692307696,12601.830000000002
12538.0,29,1,363.95,17.33095238095238,1.0,0.0,363.95
12539.0,22,4,5568.35,20.396886446886448,0.01282051282051282,1.1397058823529411,5568.35
12540.0,20,17,13400.24,28.03397489539749,0.04956268221574344,0.70020964360587,13400.24
12541.0,30,3,981.18,18.868846153846153,0.011904761904761904,4.901960784313726,981.18
12544.0,36,1,372.7,19.61578947368421,1.0,0.0,372.7
12545.0,75,2,1000.39,20.0078,0.010810810810810811,3.7551020408163267,1000.39
12546.0,47,2,1161.5,16.833333333333332,0.0625,0.45588235294117646,1161.5
12547.0,198,2,207.8,25.975,0.024096385542168676,11.714285714285714,207.8
12548.0,166,1,95.19999999999999,19.04,1.0,0.0,95.19999999999999
12550.0,79,1,964.83,16.92684210526316,1.0,0.0,964.83
12551.0,358,1,168.0,16.8,1.0,0.0,168.0
12552.0,39,2,437.82,21.891,2.0,0.0,437.82
12553.0,8,10,3692.28,19.33130890052356,0.031055900621118012,1.668421052631579,3692.28
12556.0,50,2,603.71,4.989338842975207,0.019801980198019802,0.8333333333333334,603.71
12557.0,16,5,11990.960000000001,363.36242424242425,0.014044943820224719,11.03125,11990.960000000001
12558.0,8,1,269.96,24.54181818181818,1.0,0.0,269.96
12559.0,311,2,561.71,26.74809523809524,0.2222222222222222,0.4,561.71
12560.0,5,3,2134.01,20.323904761904764,0.021739130434782608,1.3076923076923077,2134.01
12561.0,303,1,238.85,14.928125,1.0,0.0,238.85
12562.0,8,7,3781.7400000000002,22.510357142857146,0.03664921465968586,1.125748502994012,3781.7400000000002
12564.0,261,1,456.90000000000003,21.75714285714286,1.0,0.0,456.90000000000003
12565.0,289,1,145.92000000000002,16.213333333333335,1.0,0.0,145.92000000000002
12566.0,86,1,351.65,18.507894736842104,1.0,0.0,351.65
12567.0,23,10,9401.28,21.079103139013455,0.02881844380403458,0.7707865168539326,9401.28
12569.0,2,32,4124.6900000000005,21.93984042553192,0.12749003984063745,1.267379679144385,4124.6900000000005
12571.0,40,2,519.61,15.28264705882353,0.024390243902439025,2.4545454545454546,519.61
12572.0,9,2,1020.4200000000001,17.007,0.045454545454545456,0.7288135593220338,1020.4200000000001
12573.0,227,1,160.54000000000002,5.733571428571429,1.0,0.0,160.54000000000002
12574.0,316,1,218.45000000000002,19.85909090909091,1.0,0.0,218.45000000000002
12576.0,36,5,1315.83,14.952613636363635,0.01858736059479554,3.0804597701149423,1315.83
12577.0,35,3,657.8,4.474829931972788,0.009259259259259259,2.212328767123288,657.8
12578.0,21,2,2794.51,24.51324561403509,0.006472491909385114,2.725663716814159,2794.51
12579.0,78,1,440.42,15.18689655172414,1.0,0.0,440.42
12580.0,247,1,415.7,17.320833333333333,1.0,0.0,415.7
12581.0,40,1,197.71,13.180666666666667,1.0,0.0,197.71
12582.0,239,2,511.36,23.243636363636366,0.04,2.3333333333333335,511.36
12583.0,3,15,7281.38,29.47927125506073,0.04043126684636118,1.4796747967479675,7281.38
12584.0,4,9,2338.15,24.355729166666666,0.032490974729241874,2.863157894736842,2338.15
12585.0,234,2,2040.1,23.44942528735632,0.01694915254237288,1.3604651162790697,2040.1
12586.0,17,1,196.94000000000003,17.903636363636366,1.0,0.0,196.94000000000003
12587.0,8,1,144.0,36.0,1.0,0.0,144.0
12588.0,39,1,214.89999999999998,21.49,1.0,0.0,214.89999999999998
12589.0,29,2,646.68,18.47657142857143,0.017241379310344827,3.3823529411764706,646.68
12590.0,211,2,9864.26,145.06264705882353,2.0,0.0,9864.26
12591.0,317,1,452.84999999999997,17.41730769230769,1.0,0.0,452.84999999999997
12592.0,92,2,437.6,24.311111111111114,0.01639344262295082,7.117647058823529,437.6
12593.0,109,3,418.1,19.90952380952381,0.02702702702702703,5.5,418.1
12594.0,38,10,3338.2200000000003,28.290000000000003,0.03496503496503497,2.4017094017094016,3338.2200000000003
12596.0,51,2,618.27,22.898888888888887,0.010471204188481676,7.3076923076923075,618.27
12597.0,19,4,3811.22,18.50106796116505,0.01606425702811245,1.2097560975609756,3811.22
12598.0,10,8,3023.08,22.902121212121212,0.028985507246376812,2.0763358778625953,3023.08
12599.0,29,7,1032.58,16.654516129032256,0.025362318840579712,4.459016393442623,1032.58
12600.0,29,10,2599.04,40.61,0.029154518950437316,5.380952380952381,2599.04
12601.0,190,5,577.0600000000001,20.609285714285715,0.03496503496503497,5.222222222222222,577.0600000000001
12602.0,59,1,153.12,12.76,1.0,0.0,153.12
12603.0,22,1,739.1999999999999,369.59999999999997,1.0,0.0,739.1999999999999
12604.0,79,2,254.18,15.88625,0.01092896174863388,12.133333333333333,254.18
12607.0,60,1,1579.51,15.63871287128713,1.0,0.0,1579.51
12609.0,78,3,1126.85,18.78083333333333,0.012448132780082987,4.067796610169491,1126.85
12610.0,23,5,2099.54,19.80698113207547,0.04807692307692308,0.9619047619047619,2099.54
12611.0,52,1,1193.32,18.35876923076923,1.0,0.0,1193.32
12612.0,74,1,704.04,37.054736842105264,1.0,0.0,704.04
12613.0,57,5,3344.38,21.858692810457516,0.024390243902439025,1.3421052631578947,3344.38
12614.0,278,1,315.6,15.780000000000001,1.0,0.0,315.6
12615.0,2,4,2291.19,21.820857142857143,0.023952095808383235,1.5865384615384615,2291.19
12616.0,95,2,713.3,22.290625,0.009852216748768473,6.516129032258065,713.3
12617.0,29,1,355.53000000000003,8.465,1.0,0.0,355.53000000000003
12618.0,22,1,177.31,16.11909090909091,1.0,0.0,177.31
12619.0,16,9,3641.24,40.45822222222222,0.037815126050420166,2.640449438202247,3641.24
12620.0,15,3,1339.41,14.558804347826088,0.015789473684210527,2.076923076923077,1339.41
12621.0,2,20,13689.67,29.31406852248394,0.0547945205479452,0.759656652360515,13689.67
12622.0,232,1,180.1,16.37272727272727,1.0,0.0,180.1
12623.0,276,1,305.1,16.950000000000003,1.0,0.0,305.1
12624.0,106,2,641.13,16.87184210526316,0.027777777777777776,1.9189189189189189,641.13
12625.0,212,2,2683.82,31.207209302325584,0.018518518518518517,1.2588235294117647,2683.82
12626.0,23,9,6620.4800000000005,22.518639455782314,0.029605263157894735,1.023890784982935,6620.4800000000005
12627.0,11,7,4478.53,19.47186956521739,0.05384615384615385,0.5545851528384279,4478.53
12628.0,4,3,786.46,19.181951219512197,0.04918032786885246,1.475,786.46
12630.0,10,2,1270.88,19.8575,0.05714285714285714,0.5396825396825397,1270.88
12631.0,57,1,640.5,20.661290322580644,1.0,0.0,640.5
12633.0,59,4,2163.98,21.425544554455445,0.017391304347826087,2.28,2163.98
12635.0,90,2,1689.18,16.724554455445546,0.030303030303030304,0.65,1689.18
12637.0,67,8,6021.9,15.440769230769229,0.0311284046692607,0.6529562982005142,6021.9
12638.0,33,1,671.69,17.222820512820515,1.0,0.0,671.69
12639.0,239,1,486.1,22.095454545454547,1.0,0.0,486.1
12640.0,24,3,1174.58,22.16188679245283,0.05172413793103448,1.0961538461538463,1174.58
12641.0,115,1,185.9,18.59,1.0,0.0,185.9
12642.0,25,3,1013.26,21.558723404255318,0.03614457831325301,1.7826086956521738,1013.26
12643.0,128,6,3344.64,139.35999999999999,0.02926829268292683,8.782608695652174,3344.64
12644.0,130,1,477.90999999999997,15.416451612903225,1.0,0.0,477.90999999999997
12645.0,34,4,1775.18,24.31753424657534,0.014134275618374558,3.9027777777777777,1775.18
12646.0,5,2,1346.97,29.932666666666666,0.044444444444444446,1.0,1346.97
12647.0,22,12,3722.82,30.76710743801653,0.0345821325648415,2.8333333333333335,3722.82
12648.0,155,1,318.05,15.145238095238096,1.0,0.0,318.05
12649.0,107,3,623.51,20.113225806451613,0.02830188679245283,3.5,623.51
12650.0,3,1,314.44,15.722,1.0,0.0,314.44
12651.0,335,1,114.0,12.666666666666666,1.0,0.0,114.0
12652.0,331,1,919.98,19.16625,1.0,0.0,919.98
12653.0,149,2,2209.85,51.391860465116274,0.013513513513513514,3.5,2209.85
12654.0,11,5,601.98,15.841578947368422,0.017543859649122806,7.648648648648648,601.98
12656.0,17,5,4051.17,32.152142857142856,0.02304147465437788,1.72,4051.17
12657.0,11,4,1643.18,34.961276595744685,0.058823529411764705,1.434782608695652,1643.18
12658.0,19,1,686.05,19.056944444444444,1.0,0.0,686.05
12659.0,30,1,91.68,18.336000000000002,1.0,0.0,91.68
12660.0,11,1,245.10000000000002,18.853846153846156,1.0,0.0,245.10000000000002
12662.0,1,11,3849.78,16.73817391304348,0.029490616621983913,1.6069868995633187,3849.78
12664.0,8,9,4881.88,131.94270270270272,0.02857142857142857,8.61111111111111,4881.88
12665.0,325,1,63.0,21.0,1.0,0.0,63.0
12667.0,58,1,620.13,18.791818181818183,1.0,0.0,620.13
12668.0,12,4,3807.15,23.64689440993789,0.011627906976744186,2.14375,3807.15
12669.0,151,3,2744.0299999999997,27.168613861386135,0.02830188679245283,1.05,2744.0299999999997
12670.0,10,5,2996.05,32.56576086956522,0.02242152466367713,2.4285714285714284,2996.05
12672.0,330,1,225.9,22.59,1.0,0.0,225.9
12673.0,5,2,610.52,14.536190476190475,0.006211180124223602,7.829268292682927,610.52
12674.0,39,4,1970.6,23.742168674698792,0.023529411764705882,2.0609756097560976,1970.6
12676.0,25,6,1331.39,29.586444444444446,0.020905923344947737,6.454545454545454,1331.39
12678.0,42,12,17628.46,106.83915151515151,0.038461538461538464,1.8597560975609757,17628.46
12679.0,59,4,1113.02,23.187916666666666,0.017699115044247787,4.74468085106383,1113.02
12680.0,1,4,862.81,16.592499999999998,0.035398230088495575,2.176470588235294,862.81
12681.0,15,22,13787.54,21.610564263322885,0.062146892655367235,0.5368916797488226,13787.54
12682.0,4,31,12288.22,23.406133333333333,0.08423913043478261,0.6736641221374046,12288.22
12683.0,4,15,8476.57,24.641191860465117,0.04143646408839779,1.0408163265306123,8476.57
12684.0,8,7,2283.63,21.748857142857144,0.03398058252427184,1.9519230769230769,2283.63
12685.0,28,6,2863.08,18.236178343949042,0.09090909090909091,0.40384615384615385,2863.08
12686.0,372,1,89.14,12.734285714285715,1.0,0.0,89.14
12688.0,114,1,4873.81,28.50181286549708,1.0,0.0,4873.81
12689.0,26,2,1247.6100000000001,17.327916666666667,0.0196078431372549,1.4225352112676057,1247.6100000000001
12690.0,206,1,389.01,24.313125,1.0,0.0,389.01
12691.0,28,6,1035.8,32.36875,0.01818181818181818,10.548387096774194,1035.8
12693.0,127,4,855.91,21.946410256410257,0.02072538860103627,5.026315789473684,855.91
12694.0,70,2,869.67,23.504594594594593,0.017699115044247787,3.111111111111111,869.67
12695.0,7,4,582.1,21.55925925925926,0.0196078431372549,7.730769230769231,582.1
12697.0,29,3,957.59,23.355853658536585,0.02127659574468085,3.475,957.59
12700.0,8,4,4939.99,18.432798507462685,0.019230769230769232,0.7715355805243446,4939.99
12701.0,80,2,797.71,15.051132075471699,0.012269938650306749,3.1153846153846154,797.71
12702.0,20,1,219.0,18.25,1.0,0.0,219.0
12703.0,71,1,283.55,13.502380952380953,1.0,0.0,283.55
12704.0,7,8,2340.84,26.600454545454546,0.049079754601226995,1.8160919540229885,2340.84
12705.0,15,9,6868.29,20.56374251497006,0.02631578947368421,1.015015015015015,6868.29
12707.0,292,1,603.42,18.285454545454545,1.0,0.0,603.42
12708.0,30,10,2712.91,17.27968152866242,0.029498525073746312,2.141025641025641,2712.91
12709.0,15,15,9736.52,46.81019230769231,0.04261363636363636,1.6666666666666667,9736.52
12710.0,97,3,1149.02,14.922337662337663,0.02857142857142857,1.355263157894737,1149.02
12712.0,29,13,4396.13,33.053609022556394,0.037900874635568516,2.5454545454545454,4396.13
12713.0,1,1,848.55,22.330263157894734,1.0,0.0,848.55
12714.0,9,5,4708.86,18.18092664092664,0.017482517482517484,1.0968992248062015,4708.86
12715.0,106,1,353.86,16.85047619047619,1.0,0.0,353.86
12716.0,4,2,1053.49,15.267971014492753,0.015384615384615385,1.8970588235294117,1053.49
12717.0,151,2,1030.98,18.74509090909091,0.021052631578947368,1.7407407407407407,1030.98
12718.0,71,1,238.25,12.539473684210526,1.0,0.0,238.25
12719.0,5,2,644.95,16.53717948717949,0.03333333333333333,1.5526315789473684,644.95
12720.0,3,25,5781.7300000000005,16.33257062146893,0.0681198910081744,1.0141643059490084,5781.7300000000005
12721.0,32,6,2656.13,16.497701863354038,0.018518518518518517,2.0,2656.13
12722.0,85,4,997.63,18.82320754716981,0.06060606060606061,1.2115384615384615,997.63
12723.0,4,5,725.07,10.508260869565218,0.08064516129032258,0.8823529411764706,725.07
12724.0,5,4,1031.41,19.460566037735852,0.012195121951219513,6.25,1031.41
12725.0,371,1,427.8,17.825,1.0,0.0,427.8
12726.0,28,7,2609.1,21.041129032258063,0.021212121212121213,2.6422764227642275,2609.1
12727.0,11,7,3980.7000000000003,28.63812949640288,0.02258064516129032,2.2246376811594204,3980.7000000000003
12728.0,71,4,836.33,18.18108695652174,0.015267175572519083,5.777777777777778,836.33
12729.0,114,1,453.01,17.423461538461538,1.0,0.0,453.01
12731.0,24,12,18895.91,68.96317518248175,0.03508771929824561,1.2344322344322345,18895.91
12732.0,180,1,236.26000000000002,19.688333333333336,1.0,0.0,236.26000000000002
12733.0,234,1,383.95,17.452272727272728,1.0,0.0,383.95
12734.0,353,1,110.39999999999999,27.599999999999998,1.0,0.0,110.39999999999999
12735.0,315,2,779.5699999999999,18.12953488372093,0.09090909090909091,0.5,779.5699999999999
12736.0,333,1,234.0,58.5,1.0,0.0,234.0
12738.0,372,1,155.35,14.122727272727273,1.0,0.0,155.35
12739.0,78,2,1013.04,26.658947368421053,0.09523809523809523,0.5405405405405406,1013.04
12740.0,64,1,427.6,15.837037037037037,1.0,0.0,427.6
12743.0,134,2,546.43,4.077835820895522,2.0,0.0,546.43
12744.0,52,7,21279.29,95.85265765765766,0.026217228464419477,1.1945701357466063,21279.29
12747.0,2,11,4196.01,40.737961165048546,0.02997275204359673,3.5588235294117645,4196.01
12748.0,1,209,33719.73,7.338352557127313,0.5603217158176944,0.06486721811057902,33719.73
12749.0,4,5,4090.88,20.55718592964824,0.023809523809523808,1.0454545454545454,4090.88
12750.0,129,1,275.88,18.392,1.0,0.0,275.88
12752.0,81,1,4366.78,82.3920754716981,1.0,0.0,4366.78
12753.0,23,6,21429.39,108.77862944162436,0.01764705882352941,1.719387755102041,21429.39
12754.0,236,3,3010.74,47.78952380952381,0.0410958904109589,1.1612903225806452,3010.74
12755.0,281,2,3811.9500000000003,952.9875000000001,0.023255813953488372,28.333333333333332,3811.9500000000003
12756.0,87,1,112.08,28.02,1.0,0.0,112.08
12757.0,16,13,7857.1,21.178167115902966,0.0663265306122449,0.5135135135135135,7857.1
12758.0,117,2,2791.59,28.779278350515465,0.0125,1.65625,2791.59
12759.0,52,3,1531.44,16.12042105263158,0.013392857142857142,2.372340425531915,1531.44
12762.0,8,2,1898.52,27.51478260869565,0.1111111111111111,0.25,1898.52
12763.0,138,2,494.08,27.448888888888888,0.008658008658008658,13.529411764705882,494.08
12764.0,317,1,1693.88,37.64177777777778,1.0,0.0,1693.88
12766.0,4,7,6989.63,22.547193548387096,0.01928374655647383,1.1650485436893203,6989.63
12769.0,239,1,1143.6,35.7375,1.0,0.0,1143.6
12770.0,211,1,1351.45,112.62083333333334,1.0,0.0,1351.45
12772.0,60,1,892.47,16.226727272727274,1.0,0.0,892.47
